ChildlessnessPercent,CCF,HFDCountry,DHSIndianDistrict
.104938268661499,2.080246925354004,0,1
.0857142880558968,2.171428680419922,0,1
.0697674453258514,2.038759708404541,0,1
.0512820519506931,2.273504257202148,0,1
.0280373822897673,2.31775689125061,0,1
.0217391308397055,2.69565224647522,0,1
.0970873758196831,2.106796026229858,0,1
.0555555559694767,1.911111116409302,0,1
.0306122452020645,1.928571462631226,0,1
0,2.139534950256348,0,1
.0380952395498753,1.885714292526245,0,1
.013513513840735,1.810810804367065,0,1
.0689655169844627,1.689655184745789,0,1
.0108695654198527,1.89130437374115,0,1
.0333333350718021,1.799999952316284,0,1
.0404040403664112,2.060606002807617,0,1
.064935065805912,1.805194854736328,0,1
.0333333350718021,2.088888883590698,0,1
.0505050495266914,2.383838415145874,0,1
.0490196086466312,2.372549057006836,0,1
.0283018872141838,2.528301954269409,0,1
.0537634417414665,2.193548440933228,0,1
.0568181835114956,1.931818127632141,0,1
.0625,1.802083373069763,0,1
0,2.14018702507019,0,1
.0683760717511177,2.102564096450806,0,1
.061224490404129,1.938775539398193,0,1
.0408163256943226,2.122448921203613,0,1
0,2.376623392105103,0,1
.0641025677323341,2.192307710647583,0,1
.0101010100916028,2.121212005615234,0,1
.0860215052962303,2.086021423339844,0,1
.0196078438311815,2.186274528503418,0,1
.0495049506425858,2.099009990692139,0,1
.0571428574621677,2.342857122421265,0,1
.0377358496189117,2.047169923782349,0,1
.0560000017285347,1.960000038146973,0,1
.0399999991059303,2.259999990463257,0,1
.060606062412262,2,0,1
.0325203239917755,2.146341562271118,0,1
.0350877195596695,2.298245668411255,0,1
.0560747645795345,2.056074857711792,0,1
.0459770113229752,1.816091895103455,0,1
.0661156997084618,2.495867729187012,0,1
.0285714287310839,2.209523916244507,0,1
.0684931501746178,1.794520497322083,0,1
.0222222227603197,2,0,1
.0090090092271566,2.171171188354492,0,1
.0480769239366055,1.961538434028625,0,1
.047244094312191,1.897637844085693,0,1
.0258620698004961,2.008620738983154,0,1
.2212389409542084,1.920354008674622,0,1
.0210526324808598,1.989473700523376,0,1
.0384615398943424,1.817307710647583,0,1
.077519379556179,2.333333253860474,0,1
.0447761192917824,2.671641826629639,0,1
.0175438597798347,3.175438642501831,0,1
.0081300809979439,3.162601709365845,0,1
.0092592593282461,3.333333253860474,0,1
.0327868834137917,3.254098415374756,0,1
.058333333581686,2.891666650772095,0,1
.0431034490466118,2.67241382598877,0,1
.030303031206131,2.65656566619873,0,1
.0917431190609932,2.568807363510132,0,1
.1034482792019844,2.387931108474731,0,1
.0294117648154497,3.078431367874146,0,1
.0243902429938316,2.780487775802612,0,1
.0666666701436043,2.057142972946167,0,1
.0825688093900681,2.660550355911255,0,1
.0256410259753466,2.581196546554565,0,1
.0267857145518064,2.875,0,1
.0546875,2.078125,0,1
.0333333350718021,2.724999904632568,0,1
.0091743115335703,3.467890024185181,0,1
.0608695633709431,2.895652055740356,0,1
.0517241396009922,2.336206912994385,0,1
.0465116277337074,2.976744174957275,0,1
.0128205129876733,3.179487228393555,0,1
.1078431382775307,2.725490093231201,0,1
.0198019798845053,3.06930685043335,0,1
.0674157291650772,2.910112380981445,0,1
.1081081107258797,2.540540456771851,0,1
.0714285746216774,2.242857217788696,0,1
.0555555559694767,2.527777671813965,0,1
.0619469024240971,3.070796489715576,0,1
.0170940179377794,3.606837511062622,0,1
.0359712243080139,2.798561096191406,0,1
.065040647983551,2.983739852905273,0,1
.0439560450613499,3.01098895072937,0,1
.0476190485060215,3.07619047164917,0,1
.0500000007450581,2.480000019073486,0,1
.0441176481544971,2.54411768913269,0,1
.030303031206131,2.585858583450317,0,1
.0112359551712871,2.988764047622681,0,1
.0265486724674702,3.008849620819092,0,1
.0092592593282461,2.425925970077515,0,1
.0378787890076637,2.64393949508667,0,1
.0423728823661804,2.46610164642334,0,1
.0396825410425663,2.515872955322266,0,1
.0322580635547638,2.064516067504883,0,1
.0344827584922314,2.594827651977539,0,1
.058333333581686,2.333333253860474,0,1
.0344827584922314,2.905172348022461,0,1
.03125,2.791666746139526,0,1
0,3.044444561004639,0,1
.0420168079435825,2.890756368637085,0,1
.0500000007450581,2.775000095367432,0,1
.0733944922685623,2.559633016586304,0,1
.0277777779847383,2.314814805984497,0,1
.0645161271095276,2.25806450843811,0,1
.0636363625526428,2.509090900421143,0,1
.036363635212183,2.872727155685425,0,1
.0932203382253647,2.169491529464722,0,1
.0530973449349403,2.805309772491455,0,1
.0373831763863564,2.280373811721802,0,1
.0608695633709431,2.747826099395752,0,1
.0666666701436043,2.676190376281738,0,1
.0288461539894342,2.182692289352417,0,1
0,2.862068891525269,0,1
.0194174759089947,2.53398060798645,0,1
0,2.934210538864136,0,1
.0186915881931782,3.168224334716797,0,1
.0660377368330956,2.103773593902588,0,1
.0898876413702965,2.146067380905151,0,1
.0263157896697521,2.940789461135864,0,1
.0610687024891376,5.267175674438477,0,1
.0272108837962151,2.56462574005127,0,1
.0707964599132538,2.530973434448242,0,1
.0483870953321457,5.02419376373291,0,1
.014492753893137,2.528985500335693,0,1
.0588235296308994,4.672268867492676,0,1
.0240000002086163,5.631999969482422,0,1
.0166666675359011,2.666666746139526,0,1
.0170940179377794,2.47863245010376,0,1
.0263157896697521,2.280701637268066,0,1
.0086956517770886,2.252173900604248,0,1
.0206185560673475,2.659793853759766,0,1
.0673076957464218,2.009615421295166,0,1
0,2.339999914169312,0,1
.0490196086466312,2.245098114013672,0,1
.0430107526481152,2.268817186355591,0,1
.0333333350718021,2.077777862548828,0,1
.0438596494495869,2.5,0,1
.051020409911871,2.18367338180542,0,1
.0439560450613499,1.95604395866394,0,1
.0163934417068958,2.090163946151733,0,1
.0760869532823563,2.2173912525177,0,1
.0654205605387688,2.158878564834595,0,1
.0638297870755196,2.446808576583862,0,1
.0869565233588219,2.02173924446106,0,1
.0212765950709581,2.5,0,1
.0333333350718021,2.211111068725586,0,1
.0379746817052364,2.443037986755371,0,1
.0215053763240576,2.182795763015747,0,1
.0642201825976372,2.165137529373169,0,1
.0980392172932625,2.235294103622437,0,1
.0882352963089943,1.980392098426819,0,1
.0297029707580805,2.316831588745117,0,1
.0338983051478863,2.474576234817505,0,1
.0299999993294477,2.660000085830688,0,1
.013513513840735,2.202702760696411,0,1
.0202020201832056,2.13131308555603,0,1
.0309278350323439,2.597938060760498,0,1
.0404040403664112,2.515151500701904,0,1
.0412371121346951,2.072165012359619,0,1
.0373831763863564,2.158878564834595,0,1
.0309278350323439,2.505154609680176,0,1
.0666666701436043,2.028571367263794,0,1
.0388349518179893,1.825242757797241,0,1
.0526315793395042,2.463157892227173,0,1
0,2.244680881500244,0,1
.0089285718277097,2.071428537368774,0,1
.0388349518179893,2.524271726608276,0,1
.0192307699471712,1.855769276618958,0,1
.0350877195596695,3.90350866317749,0,1
.0116279069334269,4.290697574615479,0,1
.0128205129876733,3.089743614196777,0,1
.0163934417068958,3.172131061553955,0,1
.0327868834137917,3.532786846160889,0,1
.0390625,3.328125,0,1
.0270270276814699,3.639639616012573,0,1
.0642201825976372,4.119266033172607,0,1
.0471698120236397,3.462264060974121,0,1
.0267857145518064,3.589285612106323,0,1
.0181818176060915,2.163636445999146,0,1
.0181818176060915,2.099999904632568,0,1
.2046,1.6384,1,0
,1.88125,1,0
.058,1.649,1,0
,,1,0
.1898,1.8068,1,0
,1.6486,1,0
,,1,0
.1216666666666667,1.756333333333333,1,0
,,1,0
.1294,1.9426,1,0
.2444,1.3576,1,0
.1336,1.8648,1,0
.2042,1.8826,1,0
,2.0492,1,0
,1.9135,1,0
,,1,0
.174,1.673,1,0
.16025,2.0345,1,0
.0938,2.2184,1,0
,1.427,1,0
.2767999999999999,1.4552,1,0
,,1,0
.1375,1.756,1,0
.1648,1.7884,1,0
.1146,1.9998,1,0
.2166,1.5422,1,0
.0918,1.5856,1,0
