CCF,CEBParous,r2,inplotlabel
1.818,2.169451,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.768,2.13269,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.709,2.0917993,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.672,2.0591133,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.641,2.023428,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.599,1.9937656,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.573,1.9736512,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.544,1.966879,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.515,1.9548388,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.48,1.9525065,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.876,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.864,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.847,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.856,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.801,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.663,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.606,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.548,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.527,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.495,2.5227501,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.405,2.4540815,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.35,2.3930755,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.256,2.3162217,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.204,2.2886813,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.129,2.2529101,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.093,2.2171609,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.07,2.2068231,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.055,2.2002141,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.035,2.1788008,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.027,2.1427062,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.039,2.0998969,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.033,2.0958762,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.989,2.063278,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.989,2.0462964,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.947,2.0239086,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.909,1.9906152,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.884,1.9873418,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.897,1.9576883,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.849,1.9361256,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.839,1.9136317,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.838,1.8968009,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.819,1.8675565,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.803,1.8568486,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.757,1.8397906,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.725,1.8253968,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.692,1.8076923,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.665,1.7826552,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.656,1.7825619,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.636,1.7648327,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.598,1.7618523,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.596,1.7480832,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.591,1.7407002,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.592,1.7494506,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.577,1.7464008,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.572,1.7447281,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.815,1.9728261,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.781,1.937976,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.836,1.9346681,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.766,1.9470782,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.784,1.9497268,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.89,1.9626168,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.854,1.9807693,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.889,2.0010593,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.876,2.0150375,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.862,2.0239131,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.887,2.0203426,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.854,2.0284464,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.845,2.0230262,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.874,2.0107296,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.863,1.9903846,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.86,1.9703389,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.849,1.9483668,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.801,1.9282656,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.753,1.9075081,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.724,1.8800436,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.698,1.8537118,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.68,1.826087,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.66,1.8023887,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.638,1.7823721,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.631,1.767064,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.619,1.7502702,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.603,1.7367281,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.596,1.7461706,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.579,1.7583519,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.589,1.775419,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.61,1.796875,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.708,2.9889624,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.668,2.967742,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.669,2.9361937,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.638,2.9084895,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.608,2.8596492,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.541,2.8015435,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.485,2.7580466,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.452,2.7335563,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.457,2.7149172,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.422,2.6881244,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.357,2.6693091,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.376,2.6312292,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.378,2.6160617,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.356,2.6033149,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.328,2.5809312,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.303,2.5503876,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.28,2.5361512,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.275,2.5193799,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.241,2.501116,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.232,2.4855235,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.226,2.4596684,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.214,2.46,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.207,2.446785,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.193,2.4312639,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.184,2.4239733,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.174,2.4075305,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.169,2.4046564,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.146,2.3686535,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.115,2.3421926,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.084,2.3207128,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.045,2.2951739,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.036,2.2748604,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.019,2.2659934,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.996,2.2553673,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.961,2.2133183,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.932,2.1830509,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.74,1.9463087,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.732,1.9395297,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.721,1.9623717,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.701,1.9462242,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.693,1.9640372,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.682,1.949015,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.657,1.9517078,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.686,1.9742389,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.14,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.114,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.106,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.084,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.061,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.052,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.031,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.998,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.987,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.989,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.972,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.989,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.993,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.003,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.009,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.001,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.01,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.025,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.024,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.035,2.3337157,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.042,2.3471265,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.053,2.3597701,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.057,2.3643677,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.048,2.3648961,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.058,2.3764434,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.03,2.3549883,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.036,2.3592122,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.028,2.3391004,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.014,2.3256352,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.014,2.3176064,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.005,2.3019519,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.997,2.2901375,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.997,2.277081,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.993,2.2725201,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.999,2.2715909,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.977,2.2517085,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.976,2.2582858,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.96,2.242563,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.965,2.2482839,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.955,2.2419724,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.945,2.2433679,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.947,2.2430875,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.937,2.2418981,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.922,2.2271147,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.175,2.3822563,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.14,2.349067,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.075,2.3081203,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.015,2.2742665,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.956,2.2354286,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.905,2.2023122,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.874,2.1614764,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.82,2.1162791,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.764,2.075294,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.724,2.0402367,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.68,2.0071685,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.649,1.9843562,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.617,1.9576272,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.59,1.9366626,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.541,1.9166666,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.519,1.8963795,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.496,1.884131,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.451,1.8698454,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.432,1.8549223,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.839,2.020879,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.831,1.992383,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.856,1.9661016,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.867,1.9247422,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.886,1.9186165,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.916,1.9451777,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.901,1.9457523,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.911,1.9640288,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.883,1.9573804,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
